DRIVER_ID,DRIVER,DRIVER_CODE,CONSTRUCTOR_ID,CONSTRUCTOR,RACE_ID,RACE,YEAR,AVG_LAP_TIME,GAP_TO_FASTEST
4,Fernando Alonso,ALO,117,Aston Martin,1104,Monaco Grand Prix,2023,84101.294872,3.318823174000
847,George Russell,RUS,131,Mercedes,1102,Miami Grand Prix,2023,92832.807018,0.582964913000
846,Lando Norris,NOR,1,McLaren,1111,Dutch Grand Prix,2023,120245.041667,36.029880377000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1115,Qatar Grand Prix,2023,93935.964286,1.669859023000
848,Alexander Albon,ALB,3,Williams,1119,Las Vegas Grand Prix,2023,107833.740000,0.867960000000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1119,Las Vegas Grand Prix,2023,107862.280000,0.896500000000
852,Yuki Tsunoda,TSU,215,RB F1 Team,1123,Australian Grand Prix,2024,84869.724138,1.648293104000
832,Carlos Sainz,SAI,6,Ferrari,1123,Australian Grand Prix,2024,83221.431034,0.000000000000
4,Fernando Alonso,ALO,117,Aston Martin,1124,Japanese Grand Prix,2024,130336.566038,0.835320755000
844,Charles Leclerc,LEC,6,Ferrari,1125,Chinese Grand Prix,2024,108503.160714,4.370529135000
817,Daniel Ricciardo,RIC,215,RB F1 Team,1126,Miami Grand Prix,2024,96505.824561,0.893964912000
844,Charles Leclerc,LEC,6,Ferrari,1127,Emilia Romagna Grand Prix,2024,81478.857143,0.125650794000
855,Guanyu Zhou,ZHO,15,Sauber,1128,Monaco Grand Prix,2024,113826.500000,3.627089744000
855,Guanyu Zhou,ZHO,15,Sauber,1130,Spanish Grand Prix,2024,81780.046154,1.473576457000
840,Lance Stroll,STR,117,Aston Martin,1138,Singapore Grand Prix,2024,100002.327869,2.380214966000
807,Nico Hülkenberg,HUL,210,Haas F1 Team,1140,Mexico City Grand Prix,2024,86550.285714,1.257327968000
839,Esteban Ocon,OCO,214,Alpine F1 Team,1141,São Paulo Grand Prix,2024,110636.333333,20.360966666000
860,Oliver Bearman,BEA,210,Haas F1 Team,1141,São Paulo Grand Prix,2024,111181.376812,20.906010145000
822,Valtteri Bottas,BOT,3,Williams,964,Japanese Grand Prix,2016,100031.245283,1.855150943000
832,Carlos Sainz,SAI,5,Toro Rosso,966,Mexican Grand Prix,2016,87032.328571,2.083004627000
20,Sebastian Vettel,VET,6,Ferrari,970,Chinese Grand Prix,2017,104685.857143,0.111607143000
838,Stoffel Vandoorne,VAN,1,McLaren,973,Spanish Grand Prix,2017,90436.812500,3.217160985000
838,Stoffel Vandoorne,VAN,1,McLaren,978,British Grand Prix,2017,97933.180000,2.101219216000
13,Felipe Massa,MAS,3,Williams,978,British Grand Prix,2017,97854.580000,2.022619216000
8,Kimi Räikkönen,RAI,6,Ferrari,979,Hungarian Grand Prix,2017,85537.442857,0.012971428000
8,Kimi Räikkönen,RAI,6,Ferrari,980,Belgian Grand Prix,2017,115847.522727,3.942951298000
4,Fernando Alonso,ALO,1,McLaren,982,Singapore Grand Prix,2017,164392.375000,36.745064655000
20,Sebastian Vettel,VET,6,Ferrari,985,United States Grand Prix,2017,100734.535714,0.181125000000
845,Sergey Sirotkin,SIR,3,Williams,990,Bahrain Grand Prix,2018,99637.053571,2.760913220000
843,Brendon Hartley,HAR,5,Toro Rosso,991,Chinese Grand Prix,2018,104416.823529,1.981466386000
154,Romain Grosjean,GRO,210,Haas F1 Team,1004,Russian Grand Prix,2018,101586.980769,2.621301524000
844,Charles Leclerc,LEC,15,Sauber,1008,Brazilian Grand Prix,2018,74271.338028,0.622521127000
847,George Russell,RUS,3,Williams,1010,Australian Grand Prix,2019,92446.517857,4.044362685000
846,Lando Norris,NOR,1,McLaren,1017,French Grand Prix,2019,97734.461538,2.051480406000
844,Charles Leclerc,LEC,6,Ferrari,1022,Belgian Grand Prix,2019,114220.681818,0.000000000000
844,Charles Leclerc,LEC,6,Ferrari,1034,British Grand Prix,2020,101918.403846,0.355269231000
817,Daniel Ricciardo,RIC,4,Renault,1040,Russian Grand Prix,2020,107309.981132,0.888018868000
20,Sebastian Vettel,VET,6,Ferrari,1041,Eifel Grand Prix,2020,96507.516667,1.851540477000
846,Lando Norris,NOR,1,McLaren,1045,Bahrain Grand Prix,2020,126295.649123,0.198894737000
153,Jaime Alguersuari,ALG,5,Toro Rosso,845,Spanish Grand Prix,2011,93028.265625,2.978250473000
17,Mark Webber,WEB,9,Red Bull,853,Italian Grand Prix,2011,123678.750000,32.241542453000
24,Vitantonio Liuzzi,LIU,164,HRT,859,Brazilian Grand Prix,2011,82575.065574,4.582614870000
1,Lewis Hamilton,HAM,1,McLaren,863,Bahrain Grand Prix,2012,101227.614035,1.034807017000
3,Nico Rosberg,ROS,131,Mercedes,864,Spanish Grand Prix,2012,91319.151515,1.180590909000
818,Jean-Éric Vergne,VER,5,Toro Rosso,864,Spanish Grand Prix,2012,91632.323077,1.493762471000
807,Nico Hülkenberg,HUL,10,Force India,866,Canadian Grand Prix,2012,79940.314286,0.660514286000
30,Michael Schumacher,MSC,131,Mercedes,867,European Grand Prix,2012,109987.508772,0.865354926000
814,Paul di Resta,DIR,10,Force India,874,Japanese Grand Prix,2012,102258.528302,1.574716981000
3,Nico Rosberg,ROS,131,Mercedes,876,Indian Grand Prix,2012,92540.633333,1.361566666000
18,Jenson Button,BUT,1,McLaren,879,Brazilian Grand Prix,2012,89051.492958,3.730492958000
813,Pastor Maldonado,MAL,3,Williams,882,Chinese Grand Prix,2013,105042.821429,1.704517858000
821,Esteban Gutiérrez,GUT,15,Sauber,882,Chinese Grand Prix,2013,106847.500000,3.509196429000
815,Sergio Pérez,PER,1,McLaren,887,British Grand Prix,2013,109371.652174,2.981310711000
818,Jean-Éric Vergne,VER,5,Toro Rosso,887,British Grand Prix,2013,108945.057143,2.554715680000
817,Daniel Ricciardo,RIC,5,Toro Rosso,894,Korean Grand Prix,2013,113783.461538,3.595753205000
3,Nico Rosberg,ROS,131,Mercedes,896,Indian Grand Prix,2013,91700.166667,0.497050000000
817,Daniel Ricciardo,RIC,9,Red Bull,903,Chinese Grand Prix,2014,104281.928571,0.481750000000
828,Marcus Ericsson,ERI,207,Caterham,903,Chinese Grand Prix,2014,108325.018519,4.524839948000
815,Sergio Pérez,PER,10,Force India,904,Spanish Grand Prix,2014,93578.107692,1.681819813000
23,Ralf Schumacher,SCH,7,Toyota,80,French Grand Prix,2005,79889.217391,1.571603105000
8,Kimi Räikkönen,RAI,1,McLaren,81,British Grand Prix,2005,84733.733333,0.240600000000
39,Narain Karthikeyan,KAR,17,Jordan,86,Belgian Grand Prix,2005,126836.511628,6.766811628000
13,Felipe Massa,MAS,15,Sauber,88,Japanese Grand Prix,2005,101881.528302,1.085075472000
23,Ralf Schumacher,SCH,7,Toyota,53,Bahrain Grand Prix,2006,96866.571429,2.371746868000
31,Juan Pablo Montoya,MON,1,McLaren,58,Spanish Grand Prix,2006,80894.823529,2.383323529000
31,Juan Pablo Montoya,MON,1,McLaren,61,Canadian Grand Prix,2006,87185.153846,6.472188329000
35,Jacques Villeneuve,VIL,2,BMW Sauber,62,United States Grand Prix,2006,85154.826087,7.412374032000
26,Scott Speed,SPE,5,Toro Rosso,63,French Grand Prix,2006,80602.782609,1.634168323000
23,Ralf Schumacher,SCH,7,Toyota,67,Italian Grand Prix,2006,86602.250000,1.848004717000
9,Robert Kubica,KUB,2,BMW Sauber,38,Bahrain Grand Prix,2007,99176.210526,0.798754386000
25,Alexander Wurz,WUR,3,Williams,39,Spanish Grand Prix,2007,136740.000000,52.182615385000
25,Alexander Wurz,WUR,3,Williams,44,British Grand Prix,2007,85425.103448,2.322154295000
18,Jenson Button,BUT,11,Honda,25,French Grand Prix,2008,86318.937500,7.601151786000
7,Sébastien Bourdais,BOU,5,Toro Rosso,29,European Grand Prix,2008,102142.684211,1.575333334000
20,Sebastian Vettel,VET,5,Toro Rosso,30,Belgian Grand Prix,2008,113499.318182,2.479484849000
63,Mika Salo,SAL,25,Tyrrell,209,Argentine Grand Prix,1997,95472.126761,2.114973983000
14,David Coulthard,COU,1,McLaren,210,San Marino Grand Prix,1997,89779.421053,1.704050085000
63,Mika Salo,SAL,25,Tyrrell,210,San Marino Grand Prix,1997,91085.566667,3.010195699000
22,Rubens Barrichello,BAR,24,Stewart,215,British Grand Prix,1997,92391.594595,2.871848832000
81,Gianni Morbidelli,MOR,15,Sauber,220,Austrian Grand Prix,1997,74964.140845,0.935985915000
55,Jean Alesi,ALE,22,Benetton,222,Japanese Grand Prix,1997,102431.113208,0.762339623000
21,Giancarlo Fisichella,FIS,22,Benetton,192,Brazilian Grand Prix,1998,82247.521127,1.251035016000
44,Olivier Panis,PAN,20,Prost,193,Argentine Grand Prix,1998,91997.876923,1.495446367000
23,Ralf Schumacher,SCH,17,Jordan,194,San Marino Grand Prix,1998,94579.833333,3.215430107000
35,Jacques Villeneuve,VIL,3,Williams,197,Canadian Grand Prix,1998,96422.285714,8.634517598000
21,Giancarlo Fisichella,FIS,22,Benetton,198,French Grand Prix,1998,82187.000000,2.116197183000
57,Mika Häkkinen,HÄK,1,McLaren,198,French Grand Prix,1998,80348.929577,0.278126760000
49,Heinz-Harald Frentzen,FRE,3,Williams,200,Austrian Grand Prix,1998,82816.500000,6.139232394000
35,Jacques Villeneuve,VIL,16,BAR,175,Australian Grand Prix,1999,96944.923077,2.079538462000
21,Giancarlo Fisichella,FIS,22,Benetton,176,Brazilian Grand Prix,1999,81603.736842,1.551167398000
48,Marc Gené,GEN,18,Minardi,186,Belgian Grand Prix,1999,120454.813953,3.567154862000
14,David Coulthard,COU,1,McLaren,189,Malaysian Grand Prix,1999,104343.071429,0.798535715000
68,Toranosuke Takagi,TAK,21,Arrows,189,Malaysian Grand Prix,1999,131728.714286,28.184178572000
63,Mika Salo,SAL,15,Sauber,160,San Marino Grand Prix,2000,90480.934426,1.774869910000
30,Michael Schumacher,MSC,6,Ferrari,163,European Grand Prix,2000,91347.865672,1.480865672000
64,Pedro Diniz,DIN,15,Sauber,168,German Grand Prix,2000,111449.931034,2.586181034000
4,Fernando Alonso,ALO,18,Minardi,141,Australian Grand Prix,2001,105930.553571,8.815303571000
50,Jos Verstappen,VER,21,Arrows,143,Brazilian Grand Prix,2001,81183.351351,2.114114509000
44,Olivier Panis,PAN,16,BAR,145,Spanish Grand Prix,2001,85050.476923,1.698164423000
20,Sebastian Vettel,VET,117,Aston Martin,1053,Emilia Romagna Grand Prix,2021,119328.590164,17.363756831000
839,Esteban Ocon,OCO,214,Alpine F1 Team,1058,Styrian Grand Prix,2021,71299.414286,1.737090342000
4,Fernando Alonso,ALO,214,Alpine F1 Team,1061,British Grand Prix,2021,137988.019231,1.386403846000
815,Sergio Pérez,PER,9,Red Bull,1063,Belgian Grand Prix,2021,245276.000000,38.205000000000
844,Charles Leclerc,LEC,6,Ferrari,1064,Dutch Grand Prix,2021,76368.661972,1.293731416000
849,Nicholas Latifi,LAT,3,Williams,1065,Italian Grand Prix,2021,93171.849057,5.482449057000
815,Sergio Pérez,PER,9,Red Bull,1069,United States Grand Prix,2021,102120.982143,0.753982143000
815,Sergio Pérez,PER,9,Red Bull,1051,Qatar Grand Prix,2021,90013.631579,1.093087719000
817,Daniel Ricciardo,RIC,1,McLaren,1072,Saudi Arabian Grand Prix,2021,152304.780000,53.761780000000
822,Valtteri Bottas,BOT,51,Alfa Romeo,1074,Bahrain Grand Prix,2022,102977.245614,2.196222887000
844,Charles Leclerc,LEC,6,Ferrari,1081,Azerbaijan Grand Prix,2022,114286.333333,4.480583333000
846,Lando Norris,NOR,1,McLaren,1081,Azerbaijan Grand Prix,2022,112519.549020,2.713799020000
852,Yuki Tsunoda,TSU,213,AlphaTauri,1087,Belgian Grand Prix,2022,119502.522727,2.391295454000
846,Lando Norris,NOR,1,McLaren,1091,Singapore Grand Prix,2022,124769.000000,0.442932203000
820,Max Chilton,CHI,206,Marussia,912,Italian Grand Prix,2014,95338.400000,5.711305660000
813,Pastor Maldonado,MAL,208,Lotus F1,929,Bahrain Grand Prix,2015,103057.446429,2.955534148000
830,Max Verstappen,VER,5,Toro Rosso,930,Spanish Grand Prix,2015,94443.738462,2.435329371000
1,Lewis Hamilton,HAM,131,Mercedes,931,Monaco Grand Prix,2015,84159.910256,1.853571546000
8,Kimi Räikkönen,RAI,6,Ferrari,940,Japanese Grand Prix,2015,100382.566038,0.637132076000
8,Kimi Räikkönen,RAI,6,Ferrari,948,Australian Grand Prix,2016,152368.761905,56.196761905000
21,Giancarlo Fisichella,FIS,18,Minardi,230,Spanish Grand Prix,1996,183566.000000,72.961276923000
84,Martin Brundle,BRU,17,Jordan,233,British Grand Prix,1996,93296.433333,1.866125641000
35,Jacques Villeneuve,VIL,3,Williams,236,Belgian Grand Prix,1996,120471.068182,0.445159091000
77,Gerhard Berger,BER,22,Benetton,207,Australian Grand Prix,1997,93992.396552,0.393810345000
8,Kimi Räikkönen,RAI,6,Ferrari,6,Monaco Grand Prix,2009,77663.128205,0.172333333000
16,Adrian Sutil,SUT,10,Force India,6,Monaco Grand Prix,2009,79113.376623,1.622581751000
7,Sébastien Bourdais,BOU,5,Toro Rosso,9,German Grand Prix,2009,102039.222222,5.317388889000
15,Jarno Trulli,TRU,7,Toyota,11,European Grand Prix,2009,102031.859649,1.132052631000
22,Rubens Barrichello,BAR,3,Williams,340,Chinese Grand Prix,2010,115461.214286,1.136875000000
17,Mark Webber,WEB,9,Red Bull,342,Monaco Grand Prix,2010,84786.602564,0.031880342000
17,Mark Webber,WEB,9,Red Bull,345,European Grand Prix,2010,108872.125000,3.090177632000
155,Kamui Kobayashi,KOB,15,Sauber,345,European Grand Prix,2010,106325.192982,0.543245614000
808,Vitaly Petrov,PET,4,Renault,346,British Grand Prix,2010,98799.500000,1.141807692000
18,Jenson Button,BUT,1,McLaren,348,Hungarian Grand Prix,2010,87962.102941,1.311088655000
10,Timo Glock,GLO,166,Virgin,348,Hungarian Grand Prix,2010,90972.910448,4.321896162000
808,Vitaly Petrov,PET,4,Renault,350,Italian Grand Prix,2010,87990.396226,1.489037735000
1,Lewis Hamilton,HAM,1,McLaren,352,Japanese Grand Prix,2010,103149.396226,0.747075471000
9,Robert Kubica,KUB,4,Renault,352,Japanese Grand Prix,2010,144370.500000,41.968179245000
4,Fernando Alonso,ALO,6,Ferrari,353,Korean Grand Prix,2010,183651.090909,0.000000000000
155,Kamui Kobayashi,KOB,15,Sauber,353,Korean Grand Prix,2010,185067.254545,1.416163636000
154,Romain Grosjean,GRO,208,Lotus F1,917,Brazilian Grand Prix,2014,77895.126984,1.802803040000
807,Nico Hülkenberg,HUL,10,Force India,950,Chinese Grand Prix,2016,107997.654545,2.035315259000
59,Enrique Bernoldi,BER,21,Arrows,154,Belgian Grand Prix,2001,118092.200000,4.619922222000
31,Juan Pablo Montoya,MON,3,Williams,125,Malaysian Grand Prix,2002,101653.767857,0.708910714000
15,Jarno Trulli,TRU,4,Renault,131,Canadian Grand Prix,2002,80929.414286,0.699257143000
30,Michael Schumacher,MSC,6,Ferrari,136,Hungarian Grand Prix,2002,79343.311688,0.005636363000
8,Kimi Räikkönen,RAI,1,McLaren,136,Hungarian Grand Prix,2002,79720.519481,0.382844156000
23,Ralf Schumacher,SCH,3,Williams,139,United States Grand Prix,2002,77532.887324,2.629681845000
49,Heinz-Harald Frentzen,FRE,15,Sauber,111,San Marino Grand Prix,2003,87128.016393,1.772242199000
42,Antônio Pizzonia,PIZ,19,Jaguar,116,European Grand Prix,2003,97471.932203,2.744898870000
2,Nick Heidfeld,HEI,15,Sauber,117,French Grand Prix,2003,80643.602941,2.797702941000
44,Olivier Panis,PAN,7,Toyota,121,Italian Grand Prix,2003,88752.028571,4.604141779000
30,Michael Schumacher,MSC,6,Ferrari,91,Malaysian Grand Prix,2004,97633.750000,0.000000000000
47,Zsolt Baumgartner,BAU,18,Minardi,97,Canadian Grand Prix,2004,81300.863636,5.517963636000
14,David Coulthard,COU,1,McLaren,101,German Grand Prix,2004,76576.954545,0.291378787000
21,Giancarlo Fisichella,FIS,15,Sauber,102,Hungarian Grand Prix,2004,83385.434783,1.583563354000
15,Jarno Trulli,TRU,4,Renault,103,Belgian Grand Prix,2004,126758.840909,7.115599530000
4,Fernando Alonso,ALO,4,Renault,107,Brazilian Grand Prix,2004,75075.478873,0.688845070000
846,Lando Norris,NOR,1,McLaren,1093,United States Grand Prix,2022,110454.857143,4.685919643000
4,Fernando Alonso,ALO,117,Aston Martin,1101,Azerbaijan Grand Prix,2023,109499.215686,0.431843137000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1102,Miami Grand Prix,2023,93354.140351,1.104298246000
822,Valtteri Bottas,BOT,51,Alfa Romeo,1102,Miami Grand Prix,2023,93506.631579,1.256789474000
856,Nyck de Vries,DEV,213,AlphaTauri,1107,Austrian Grand Prix,2023,73761.571429,1.457247485000
807,Nico Hülkenberg,HUL,210,Haas F1 Team,1108,British Grand Prix,2023,98915.403846,4.208790943000
847,George Russell,RUS,131,Mercedes,1112,Italian Grand Prix,2023,87042.568627,0.353490196000
822,Valtteri Bottas,BOT,15,Sauber,1122,Saudi Arabian Grand Prix,2024,99314.040816,2.448580816000
839,Esteban Ocon,OCO,214,Alpine F1 Team,1125,Chinese Grand Prix,2024,109202.964286,5.070332707000
855,Guanyu Zhou,ZHO,15,Sauber,1125,Chinese Grand Prix,2024,109361.482143,5.228850564000
848,Alexander Albon,ALB,3,Williams,1130,Spanish Grand Prix,2024,82436.553846,2.130084149000
822,Valtteri Bottas,BOT,15,Sauber,1138,Singapore Grand Prix,2024,100170.491803,2.548378900000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1139,United States Grand Prix,2024,103382.517857,1.424678571000
832,Carlos Sainz,SAI,6,Ferrari,1140,Mexico City Grand Prix,2024,85292.957746,0.000000000000
832,Carlos Sainz,SAI,6,Ferrari,1143,Qatar Grand Prix,2024,96189.456140,0.306596491000
839,Esteban Ocon,OCO,209,Manor Marussia,962,Singapore Grand Prix,2016,119383.644068,5.466430953000
18,Jenson Button,BUT,1,McLaren,963,Malaysian Grand Prix,2016,105617.714286,2.303414286000
825,Kevin Magnussen,MAG,4,Renault,964,Japanese Grand Prix,2016,100683.115385,2.507021045000
13,Felipe Massa,MAS,3,Williams,966,Mexican Grand Prix,2016,86022.647887,1.073323943000
822,Valtteri Bottas,BOT,3,Williams,966,Mexican Grand Prix,2016,85873.436620,0.924112676000
821,Esteban Gutiérrez,GUT,210,Haas F1 Team,967,Brazilian Grand Prix,2016,166117.816667,53.138237720000
832,Carlos Sainz,SAI,5,Toro Rosso,971,Bahrain Grand Prix,2017,99045.000000,1.545909091000
20,Sebastian Vettel,VET,6,Ferrari,975,Canadian Grand Prix,2017,80300.871429,0.512957143000
839,Esteban Ocon,OCO,10,Force India,979,Hungarian Grand Prix,2017,87045.579710,1.521108281000
20,Sebastian Vettel,VET,6,Ferrari,981,Italian Grand Prix,2017,86200.547170,0.685226415000
4,Fernando Alonso,ALO,1,McLaren,984,Japanese Grand Prix,2017,101072.403846,1.993271771000
817,Daniel Ricciardo,RIC,9,Red Bull,988,Abu Dhabi Grand Prix,2017,104707.300000,1.906172727000
20,Sebastian Vettel,VET,6,Ferrari,997,Austrian Grand Prix,2018,69284.577465,0.044802817000
830,Max Verstappen,VER,9,Red Bull,1003,Singapore Grand Prix,2018,109517.573770,0.146901639000
8,Kimi Räikkönen,RAI,51,Alfa Romeo,1023,Italian Grand Prix,2019,88305.096154,2.896322569000
832,Carlos Sainz,SAI,1,McLaren,1024,Singapore Grand Prix,2019,117207.229508,6.145405979000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1029,Brazilian Grand Prix,2019,78977.605634,4.464291909000
840,Lance Stroll,STR,211,Racing Point,1032,Styrian Grand Prix,2020,70889.239437,0.879619719000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1034,British Grand Prix,2020,103754.000000,2.190865385000
822,Valtteri Bottas,BOT,131,Mercedes,1035,70th Anniversary Grand Prix,2020,92331.230769,0.369826923000
826,Daniil Kvyat,KVY,213,AlphaTauri,1035,70th Anniversary Grand Prix,2020,93301.192308,1.339788462000
822,Valtteri Bottas,BOT,131,Mercedes,1041,Eifel Grand Prix,2020,96654.277778,1.998301588000
8,Kimi Räikkönen,RAI,51,Alfa Romeo,1042,Portuguese Grand Prix,2020,83489.384615,1.719263403000
826,Daniil Kvyat,KVY,213,AlphaTauri,1046,Sakhir Grand Prix,2020,63099.402299,0.167057471000
816,Jérôme d'Ambrosio,DAM,166,Virgin,849,British Grand Prix,2011,107907.620000,5.576927692000
22,Rubens Barrichello,BAR,3,Williams,850,German Grand Prix,2011,102101.812500,4.596245833000
15,Jarno Trulli,TRU,205,Lotus,854,Singapore Grand Prix,2011,126622.191489,9.462240669000
16,Adrian Sutil,SUT,10,Force India,857,Indian Grand Prix,2011,92714.576271,2.131209604000
5,Heikki Kovalainen,KOV,205,Lotus,857,Indian Grand Prix,2011,93820.603448,3.237236781000
67,Sébastien Buemi,BUE,5,Toro Rosso,859,Brazilian Grand Prix,2011,79784.057143,1.791606439000
17,Mark Webber,WEB,9,Red Bull,861,Malaysian Grand Prix,2012,176955.357143,43.240023810000
3,Nico Rosberg,ROS,131,Mercedes,861,Malaysian Grand Prix,2012,178042.946429,44.327613096000
5,Heikki Kovalainen,KOV,207,Caterham,861,Malaysian Grand Prix,2012,180942.072727,47.226739394000
5,Heikki Kovalainen,KOV,207,Caterham,867,European Grand Prix,2012,111426.368421,2.304214575000
5,Heikki Kovalainen,KOV,207,Caterham,868,British Grand Prix,2012,101147.098039,2.853098039000
815,Sergio Pérez,PER,15,Sauber,873,Singapore Grand Prix,2012,123334.966102,5.522284284000
3,Nico Rosberg,ROS,131,Mercedes,875,Korean Grand Prix,2012,118108.000000,12.859800000000
807,Nico Hülkenberg,HUL,10,Force India,879,Brazilian Grand Prix,2012,89131.887324,3.810887324000
20,Sebastian Vettel,VET,9,Red Bull,882,Chinese Grand Prix,2013,103561.964286,0.223660715000
4,Fernando Alonso,ALO,6,Ferrari,892,Italian Grand Prix,2013,89034.320755,0.103150944000
814,Paul di Resta,DIR,10,Force India,894,Korean Grand Prix,2013,110187.708333,0.000000000000
154,Romain Grosjean,GRO,208,Lotus F1,901,Malaysian Grand Prix,2014,110137.018182,2.530339611000
826,Daniil Kvyat,KVY,5,Toro Rosso,904,Spanish Grand Prix,2014,93953.246154,2.056958275000
813,Pastor Maldonado,MAL,208,Lotus F1,904,Spanish Grand Prix,2014,94077.246154,2.180958275000
824,Jules Bianchi,BIA,206,Marussia,905,Monaco Grand Prix,2014,85780.974026,1.580191975000
20,Sebastian Vettel,VET,9,Red Bull,907,Austrian Grand Prix,2014,79473.764706,5.178328086000
813,Pastor Maldonado,MAL,208,Lotus F1,907,Austrian Grand Prix,2014,75548.757143,1.253320523000
35,Jacques Villeneuve,VIL,15,Sauber,74,San Marino Grand Prix,2005,85909.080645,1.039387097000
4,Fernando Alonso,ALO,4,Renault,84,Turkish Grand Prix,2005,87811.431034,0.320844827000
13,Felipe Massa,MAS,15,Sauber,85,Italian Grand Prix,2005,85737.207547,1.422886792000
35,Jacques Villeneuve,VIL,2,BMW Sauber,54,Malaysian Grand Prix,2006,98589.107143,1.436803572000
27,Christijan Albers,ALB,13,MF1,57,European Grand Prix,2006,99127.559322,3.148142655000
18,Jenson Button,BUT,11,Honda,58,Spanish Grand Prix,2006,79395.545455,0.884045455000
35,Jacques Villeneuve,VIL,2,BMW Sauber,58,Spanish Grand Prix,2006,80413.953846,1.902453846000
4,Fernando Alonso,ALO,4,Renault,63,French Grand Prix,2006,79113.342857,0.144728571000
11,Takuma Sato,SAT,8,Super Aguri,65,Hungarian Grand Prix,2006,103748.830769,7.449673626000
30,Michael Schumacher,MSC,6,Ferrari,66,Turkish Grand Prix,2006,92012.724138,0.097517241000
2,Nick Heidfeld,HEI,2,BMW Sauber,66,Turkish Grand Prix,2006,96380.821429,4.465614532000
30,Michael Schumacher,MSC,6,Ferrari,70,Brazilian Grand Prix,2006,77997.816901,0.339352112000
11,Takuma Sato,SAT,8,Super Aguri,37,Malaysian Grand Prix,2007,101340.654545,2.502618831000
9,Robert Kubica,KUB,2,BMW Sauber,39,Spanish Grand Prix,2007,85043.769231,0.486384616000
5,Heikki Kovalainen,KOV,4,Renault,43,French Grand Prix,2007,79938.579710,2.021436853000
11,Takuma Sato,SAT,8,Super Aguri,44,British Grand Prix,2007,86275.473684,3.172524531000
15,Jarno Trulli,TRU,7,Toyota,47,Turkish Grand Prix,2007,91792.421053,2.099990019000
14,David Coulthard,COU,9,Red Bull,50,Japanese Grand Prix,2007,108281.731343,0.302940298000
19,Anthony Davidson,DAV,8,Super Aguri,52,Brazilian Grand Prix,2007,78749.750000,4.168482394000
10,Timo Glock,GLO,7,Toyota,23,Monaco Grand Prix,2008,96987.546667,1.688309825000
10,Timo Glock,GLO,7,Toyota,25,French Grand Prix,2008,79542.614286,0.824828572000
10,Timo Glock,GLO,7,Toyota,26,British Grand Prix,2008,102018.898305,3.995126876000
6,Kazuki Nakajima,NAK,3,Williams,29,European Grand Prix,2008,103198.517857,2.631166980000
10,Timo Glock,GLO,7,Toyota,32,Singapore Grand Prix,2008,115482.934426,2.690720140000
55,Jean Alesi,ALE,22,Benetton,210,San Marino Grand Prix,1997,89804.311475,1.728940507000
56,Eddie Irvine,IRV,6,Ferrari,216,German Grand Prix,1997,196256.000000,88.277200000000
64,Pedro Diniz,DIN,21,Arrows,219,Italian Grand Prix,1997,93871.500000,6.614726415000
57,Mika Häkkinen,HÄK,1,McLaren,193,Argentine Grand Prix,1998,90820.472222,0.318041666000
56,Eddie Irvine,IRV,6,Ferrari,195,Spanish Grand Prix,1998,87369.571429,0.944617583000
55,Jean Alesi,ALE,15,Sauber,195,Spanish Grand Prix,1998,89333.111111,2.908157265000
64,Pedro Diniz,DIN,21,Arrows,196,Monaco Grand Prix,1998,87360.415584,2.511768525000
30,Michael Schumacher,MSC,6,Ferrari,199,British Grand Prix,1998,107040.850000,8.032850000000
55,Jean Alesi,ALE,15,Sauber,202,Hungarian Grand Prix,1998,83446.868421,1.296855434000
14,David Coulthard,COU,1,McLaren,178,Monaco Grand Prix,1999,85112.861111,0.858861111000
55,Jean Alesi,ALE,15,Sauber,181,French Grand Prix,1999,85125.875000,4.529430556000
35,Jacques Villeneuve,VIL,16,BAR,186,Belgian Grand Prix,1999,119760.558140,2.872899049000
2,Nick Heidfeld,HEI,20,Prost,160,San Marino Grand Prix,2000,93551.454545,4.845390029000
41,Ricardo Zonta,ZON,16,BAR,161,British Grand Prix,2000,91133.805556,2.298672223000
2,Nick Heidfeld,HEI,20,Prost,169,Hungarian Grand Prix,2000,85440.545455,3.182506494000
30,Michael Schumacher,MSC,6,Ferrari,170,Belgian Grand Prix,2000,120354.500000,0.025090909000
18,Jenson Button,BUT,3,Williams,174,Malaysian Grand Prix,2000,107735.388889,4.981192460000
57,Mika Häkkinen,HÄK,1,McLaren,141,Australian Grand Prix,2001,116596.160000,19.480910000000
58,Tarso Marques,MAR,18,Minardi,149,European Grand Prix,2001,86003.714286,5.664550107000
4,Fernando Alonso,ALO,18,Minardi,150,French Grand Prix,2001,81477.907692,3.482963248000
21,Giancarlo Fisichella,FIS,22,Benetton,152,German Grand Prix,2001,105807.777778,1.900473430000
817,Daniel Ricciardo,RIC,1,McLaren,1053,Emilia Romagna Grand Prix,2021,117552.666667,15.587833334000
846,Lando Norris,NOR,1,McLaren,1056,Monaco Grand Prix,2021,76362.141026,0.249064103000
846,Lando Norris,NOR,1,McLaren,1060,Austrian Grand Prix,2021,71191.014085,0.281957747000
